TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.apache.syncope.core.persistence.jpa.dao.SearchSupport,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9213709677419355,198,186
